column,rsrp,cause
1,-101.165,S1E1
1,-98.34,S1E1
1,-89.34,S1E1
1,-96.29,S1E1
1,-99.2,S1E1
1,-145.9,S1E1
1,-91.76,S1E1
1,-94.225,S1E1
1,-101.9,S1E1
1,-100.635,S1E1
1,-87.43,S1E1
1,-95.59,S1E1
1,-95.325,S1E1
1,-90.69,S1E1
1,-95.31,S1E1
1,-86.07,S1E1
1,-92.02,S1E1
1,-96.28,S1E1
1,-97.26,S1E1
2,-138.445,S1E2
2,-85.49,S1E2
2,-84.97,S1E2
2,-126.055,S1E2
2,-82.41,S1E2
2,-117.505,S1E2
2,-85.11500000000001,S1E2
2,-82.77,S1E2
2,-122.42,S1E2
2,-137.97,S1E2
2,-132.76,S1E2
2,-128.47,S1E2
2,-82.77,S1E2
2,-123.24,S1E2
2,-84.05,S1E2
2,-118.61,S1E2
2,-155.99,S1E2
2,-155.84,S1E2
2,-122.23,S1E2
2,-128.71,S1E2
2,-120.86,S1E2
2,-81.52,S1E2
2,-84.315,S1E2
2,-85.715,S1E2
2,-132.515,S1E2
2,-122.655,S1E2
2,-118.85,S1E2
2,-120.15,S1E2
2,-84.84,S1E2
2,-83.805,S1E2
2,-82.115,S1E2
2,-79.685,S1E2
2,-80.635,S1E2
2,-79.84,S1E2
2,-155.98,S1E2
2,-117.92,S1E2
2,-84.42,S1E2
2,-82.785,S1E2
2,-82.78999999999999,S1E2
2,-119.62,S1E2
2,-75.27,S1E2
2,-76.82499999999999,S1E2
3,-79.22,S1E3
3,-79.62,S1E3
3,-80.515,S1E3
3,-79.77,S1E3
3,-80.3,S1E3
3,-79.485,S1E3
3,-80.67,S1E3
3,-66.33,S1E3
3,-76.935,S1E3
3,-74.69999999999999,S1E3
3,-79.85,S1E3
3,-80.92,S1E3
3,-128.59,S1E3
3,-108.72,S1E3
3,-80.53,S1E3
3,-107.67,S1E3
3,-76.24,S1E3
3,-104.06,S1E3
3,-102.715,S1E3
3,-115.87,S1E3
3,-76.16,S1E3
3,-66.56,S1E3
3,-69.575,S1E3
3,-64.49,S1E3
3,-80.88,S1E3
3,-63.02,S1E3
3,-67.47,S1E3
3,-102.28,S1E3
3,-79.28,S1E3
3,-80.7,S1E3
3,-78.38,S1E3
3,-78.93,S1E3
3,-106.08,S1E3
3,-77.485,S1E3
3,-76.69,S1E3
3,-80.085,S1E3
3,-55.370000000000005,S1E3
3,-79.445,S1E3
3,-80.07499999999999,S1E3
3,-102.91,S1E3
3,-80.72,S1E3
3,-104.84,S1E3
3,-68.89500000000001,S1E3
3,-70.95,S1E3
3,-76.03,S1E3
3,-122.565,S1E3
3,-118.62,S1E3
3,-115.885,S1E3
3,-111.455,S1E3
3,-104.0,S1E3
3,-109.0,S1E3
3,-109.25,S1E3
3,-102.44,S1E3
3,-77.79499999999999,S1E3
3,-74.7,S1E3
3,-73.03,S1E3
3,-73.59,S1E3
3,-80.0,S1E3
3,-76.86,S1E3
3,-103.55,S1E3
3,-78.39,S1E3
3,-110.16,S1E3
3,-103.38,S1E3
3,-79.63,S1E3
3,-112.59,S1E3
3,-107.76,S1E3
3,-76.265,S1E3
3,-124.555,S1E3
3,-102.425,S1E3
3,-108.03,S1E3
3,-150.93,S1E3
3,-115.6,S1E3
3,-110.8,S1E3
3,-116.47,S1E3
3,-114.66,S1E3
3,-109.525,S1E3
3,-78.02000000000001,S1E3
3,-78.49,S1E3
3,-74.05,S1E3
3,-79.235,S1E3
3,-102.92,S1E3
3,-109.34,S1E3
3,-102.4,S1E3
3,-112.96,S1E3
3,-77.34,S1E3
3,-79.44,S1E3
3,-76.005,S1E3
3,-65.005,S1E3
3,-79.59,S1E3
3,-76.95,S1E3
3,-76.8,S1E3
3,-106.855,S1E3
3,-106.45,S1E3
3,-105.59,S1E3
3,-102.75,S1E3
3,-105.46,S1E3
3,-105.255,S1E3
3,-103.66,S1E3
3,-116.76,S1E3
3,-102.2,S1E3
3,-122.34,S1E3
3,-105.09,S1E3
3,-117.985,S1E3
3,-70.99,S1E3
3,-117.91,S1E3
3,-104.66,S1E3
3,-79.59,S1E3
3,-77.82,S1E3
3,-74.205,S1E3
3,-70.315,S1E3
3,-106.73,S1E3
3,-76.0,S1E3
3,-79.63,S1E3
3,-72.88499999999999,S1E3
3,-121.47,S1E3
3,-106.92,S1E3
3,-116.79,S1E3
3,-107.91,S1E3
3,-110.77,S1E3
3,-107.03,S1E3
3,-102.73,S1E3
3,-105.535,S1E3
3,-104.0,S1E3
3,-105.645,S1E3
3,-110.12,S1E3
3,-109.06,S1E3
3,-105.23,S1E3
3,-109.715,S1E3
3,-108.66,S1E3
3,-105.245,S1E3
3,-75.27,S1E3
3,-76.48,S1E3
3,-105.68,S1E3
3,-64.455,S1E3
3,-79.8,S1E3
3,-110.485,S1E3
3,-107.06,S1E3
3,-105.92,S1E3
3,-76.905,S1E3
3,-77.875,S1E3
3,-78.15,S1E3
3,-79.075,S1E3
3,-80.675,S1E3
3,-156.0,S1E3
3,-76.13499999999999,S1E3
3,-156.0,S1E3
3,-104.37,S1E3
3,-156.0,S1E3
3,-70.09,S1E3
3,-103.25,S1E3
3,-80.7,S1E3
3,-80.195,S1E3
4,-80.78,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-71.39500000000001,noloop
4,-79.43,noloop
4,-77.62,noloop
4,-75.61,noloop
4,-79.14,noloop
4,-80.22,noloop
4,-80.36,noloop
4,-80.66,noloop
4,-79.66,noloop
4,-78.06,noloop
4,-79.875,noloop
4,-76.88,noloop
4,-79.6,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.69,noloop
4,-77.09,noloop
4,-80.3,noloop
4,-76.72999999999999,noloop
4,-73.66,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.12,noloop
4,-78.86,noloop
4,-76.385,noloop
4,-79.32,noloop
4,-80.73,noloop
4,-80.445,noloop
4,-74.755,noloop
4,-79.61,noloop
4,-79.66,noloop
4,-79.55,noloop
4,-79.59,noloop
4,-79.73,noloop
4,-79.13,noloop
4,-80.14,noloop
4,-80.59,noloop
4,-79.715,noloop
4,-79.53,noloop
4,-78.495,noloop
4,-79.56,noloop
4,-76.655,noloop
4,-79.2,noloop
4,-78.825,noloop
4,-78.88499999999999,noloop
4,-79.45,noloop
4,-76.60499999999999,noloop
4,-79.715,noloop
4,-79.88,noloop
4,-77.4,noloop
4,-78.93,noloop
4,-78.48,noloop
4,-78.05,noloop
4,-79.26,noloop
4,-78.69,noloop
4,-78.41,noloop
4,-79.36,noloop
4,-74.22,noloop
4,-77.35,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.99,noloop
4,-76.31,noloop
4,-80.38499999999999,noloop
4,-79.98,noloop
4,-77.135,noloop
4,-77.675,noloop
4,-140.0,noloop
4,-79.98,noloop
4,-74.905,noloop
4,-76.81,noloop
4,-80.79,noloop
4,-72.44999999999999,noloop
4,-74.34,noloop
4,-79.61,noloop
4,-79.48,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.13,noloop
4,-80.16,noloop
4,-78.38,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.705,noloop
4,-79.18,noloop
4,-72.13,noloop
4,-79.99,noloop
4,-79.905,noloop
4,-79.275,noloop
4,-78.64,noloop
4,-152.7,noloop
4,-155.95999999999998,noloop
4,-77.425,noloop
4,-78.935,noloop
4,-140.0,noloop
4,-80.8,noloop
4,-79.7,noloop
4,-77.71,noloop
4,-78.1,noloop
4,-76.925,noloop
4,-70.23,noloop
4,-79.50999999999999,noloop
4,-78.13,noloop
4,-73.57,noloop
4,-79.77,noloop
4,-140.0,noloop
4,-74.91,noloop
4,-80.525,noloop
4,-140.0,noloop
4,-79.815,noloop
4,-79.815,noloop
4,-78.84,noloop
4,-80.24000000000001,noloop
4,-140.0,noloop
4,-79.41,noloop
4,-79.525,noloop
4,-140.0,noloop
4,-79.52000000000001,noloop
4,-77.41,noloop
4,-78.39,noloop
4,-76.46,noloop
4,-137.06,noloop
4,-78.36,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.59,noloop
4,-79.125,noloop
4,-78.795,noloop
4,-140.0,noloop
4,-75.42500000000001,noloop
4,-75.45,noloop
4,-80.195,noloop
4,-79.39,noloop
4,-79.45,noloop
4,-125.545,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-133.25,noloop
4,-79.33500000000001,noloop
4,-79.62,noloop
4,-80.62,noloop
4,-80.465,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.54,noloop
4,-80.75,noloop
4,-78.645,noloop
4,-77.7,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-77.88,noloop
4,-77.63,noloop
4,-78.77,noloop
4,-140.0,noloop
4,-138.94,noloop
4,-152.74,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-119.74,noloop
4,-121.23,noloop
4,-126.04,noloop
4,-140.0,noloop
4,-79.77,noloop
4,-79.505,noloop
4,-80.58,noloop
4,-80.65,noloop
4,-140.0,noloop
4,-80.515,noloop
4,-79.25,noloop
4,-80.59,noloop
4,-77.53999999999999,noloop
4,-80.79,noloop
4,-79.94,noloop
4,-78.23,noloop
4,-79.77,noloop
4,-80.69999999999999,noloop
4,-79.74000000000001,noloop
4,-140.0,noloop
4,-79.62,noloop
4,-79.8,noloop
4,-77.73,noloop
4,-78.06,noloop
4,-80.62,noloop
4,-78.83500000000001,noloop
4,-79.77,noloop
4,-78.41499999999999,noloop
4,-80.25999999999999,noloop
4,-79.815,noloop
4,-80.46,noloop
4,-79.19,noloop
4,-80.67,noloop
4,-80.53,noloop
4,-80.59,noloop
4,-79.275,noloop
4,-80.66,noloop
4,-79.63,noloop
4,-79.51,noloop
4,-79.04,noloop
4,-140.0,noloop
4,-78.86,noloop
4,-79.60499999999999,noloop
4,-76.215,noloop
4,-78.9,noloop
4,-77.15,noloop
4,-79.93,noloop
4,-77.36,noloop
4,-140.0,noloop
4,-76.08500000000001,noloop
4,-79.785,noloop
4,-78.52,noloop
4,-80.03999999999999,noloop
4,-80.68,noloop
4,-79.88,noloop
4,-78.27000000000001,noloop
4,-79.755,noloop
4,-79.74,noloop
4,-79.58000000000001,noloop
4,-78.69,noloop
4,-79.695,noloop
4,-76.31,noloop
4,-80.27,noloop
4,-78.39,noloop
4,-78.74,noloop
4,-80.63,noloop
4,-79.03,noloop
4,-80.28,noloop
4,-79.4,noloop
4,-79.47,noloop
4,-78.63,noloop
4,-80.8,noloop
4,-78.48,noloop
4,-80.67,noloop
4,-79.18,noloop
4,-78.8,noloop
4,-79.73,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-64.41,noloop
4,-72.85,noloop
4,-72.91,noloop
4,-58.565,noloop
4,-71.81,noloop
4,-72.93,noloop
4,-74.22999999999999,noloop
4,-71.66999999999999,noloop
4,-71.16,noloop
4,-69.88,noloop
4,-73.94,noloop
4,-78.13,noloop
4,-79.11,noloop
4,-140.0,noloop
4,-79.39,noloop
4,-72.77,noloop
4,-140.0,noloop
4,-73.13,noloop
4,-75.08500000000001,noloop
4,-77.08,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.19,noloop
4,-78.15,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-77.125,noloop
4,-80.74000000000001,noloop
4,-74.96000000000001,noloop
4,-77.685,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-152.48,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-114.3,noloop
4,-117.345,noloop
4,-155.77,noloop
4,-155.77,noloop
4,-113.86,noloop
4,-140.0,noloop
4,-73.61,noloop
4,-156.0,noloop
4,-78.38,noloop
4,-79.545,noloop
4,-80.45,noloop
4,-79.46,noloop
4,-79.365,noloop
4,-80.3,noloop
4,-80.33,noloop
4,-63.735,noloop
4,-140.0,noloop
4,-80.57,noloop
4,-79.74000000000001,noloop
4,-77.99,noloop
4,-79.795,noloop
4,-80.45,noloop
4,-80.38,noloop
4,-80.45,noloop
4,-80.12,noloop
4,-80.12,noloop
4,-156.0,noloop
4,-80.225,noloop
4,-79.88,noloop
4,-79.52,noloop
4,-80.8,noloop
4,-79.06,noloop
4,-79.5,noloop
4,-79.5,noloop
4,-77.95,noloop
4,-76.05000000000001,noloop
4,-77.92,noloop
4,-80.3,noloop
4,-80.38,noloop
4,-80.38,noloop
4,-79.8,noloop
4,-80.28999999999999,noloop
4,-80.49,noloop
4,-140.0,noloop
4,-78.82499999999999,noloop
4,-79.435,noloop
4,-79.66,noloop
4,-80.54,noloop
4,-140.0,noloop
4,-79.41,noloop
4,-156.0,noloop
4,-80.05000000000001,noloop
4,-79.66,noloop
4,-80.09,noloop
4,-80.08,noloop
4,-140.0,noloop
4,-79.24000000000001,noloop
4,-71.44,noloop
4,-70.535,noloop
4,-80.6,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.985,noloop
4,-79.065,noloop
4,-140.0,noloop
4,-77.1,noloop
4,-79.63,noloop
4,-140.0,noloop
4,-78.62,noloop
4,-75.91,noloop
4,-80.09,noloop
4,-140.0,noloop
4,-79.88,noloop
4,-80.33,noloop
4,-80.34,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.345,noloop
4,-79.75,noloop
4,-78.89,noloop
4,-80.48,noloop
4,-79.06,noloop
4,-79.89,noloop
4,-80.755,noloop
4,-73.08,noloop
4,-74.51,noloop
4,-79.86,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-74.66,noloop
4,-77.44,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-77.56,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.9,noloop
4,-80.63,noloop
4,-79.89500000000001,noloop
4,-80.28999999999999,noloop
4,-140.0,noloop
4,-79.88,noloop
4,-79.81,noloop
4,-78.49,noloop
4,-78.31,noloop
4,-77.16,noloop
4,-80.2,noloop
4,-79.98,noloop
4,-79.23,noloop
4,-80.425,noloop
4,-80.7,noloop
4,-79.74,noloop
4,-78.28,noloop
4,-78.6,noloop
4,-78.785,noloop
4,-140.0,noloop
4,-79.63,noloop
4,-79.63,noloop
4,-78.4,noloop
4,-78.35,noloop
4,-80.16,noloop
4,-78.66,noloop
4,-77.89,noloop
4,-79.13,noloop
4,-77.48,noloop
4,-79.38499999999999,noloop
4,-79.51,noloop
4,-80.07,noloop
4,-76.11,noloop
4,-76.27,noloop
4,-77.83500000000001,noloop
4,-79.11,noloop
4,-77.38,noloop
4,-80.54,noloop
4,-80.1,noloop
4,-77.88,noloop
4,-78.63,noloop
4,-80.69,noloop
4,-80.67,noloop
4,-80.07,noloop
4,-79.4,noloop
4,-80.2,noloop
4,-76.93,noloop
4,-80.57,noloop
4,-79.99,noloop
4,-76.77,noloop
4,-77.005,noloop
4,-78.78,noloop
4,-79.72999999999999,noloop
4,-80.27,noloop
4,-79.755,noloop
4,-76.99,noloop
4,-77.695,noloop
4,-78.63,noloop
4,-80.16999999999999,noloop
4,-140.0,noloop
4,-80.55000000000001,noloop
4,-76.46000000000001,noloop
4,-75.51,noloop
4,-79.7,noloop
4,-79.47,noloop
4,-80.51,noloop
4,-80.47,noloop
4,-79.02,noloop
4,-80.08,noloop
4,-79.41,noloop
4,-80.81,noloop
4,-78.86,noloop
4,-79.48,noloop
4,-79.71,noloop
4,-140.0,noloop
4,-79.82,noloop
4,-78.53,noloop
4,-77.29499999999999,noloop
4,-78.16,noloop
4,-78.52,noloop
4,-77.35,noloop
4,-80.82,noloop
4,-75.61500000000001,noloop
4,-77.41,noloop
4,-140.0,noloop
4,-80.48,noloop
4,-73.54,noloop
4,-74.475,noloop
4,-140.0,noloop
4,-67.66,noloop
4,-140.0,noloop
4,-74.205,noloop
4,-75.5,noloop
4,-73.24000000000001,noloop
4,-75.34,noloop
4,-75.77000000000001,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-74.36,noloop
4,-140.0,noloop
4,-73.1,noloop
4,-79.88,noloop
4,-140.0,noloop
4,-119.42,noloop
4,-80.78,noloop
4,-140.0,noloop
4,-114.57,noloop
4,-54.925,noloop
4,-79.9,noloop
4,-80.55,noloop
4,-78.86,noloop
4,-78.52,noloop
4,-127.1,noloop
4,-77.69,noloop
4,-68.32,noloop
4,-74.69,noloop
4,-77.46000000000001,noloop
4,-140.0,noloop
4,-114.38,noloop
4,-140.0,noloop
4,-118.08,noloop
4,-116.77,noloop
4,-155.55,noloop
4,-140.0,noloop
4,-117.93,noloop
4,-132.865,noloop
4,-117.94,noloop
4,-140.0,noloop
4,-128.4,noloop
4,-125.635,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.27,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-71.52000000000001,noloop
4,-140.0,noloop
4,-116.77,noloop
4,-79.5,noloop
4,-74.595,noloop
4,-140.0,noloop
4,-80.64,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.405,noloop
4,-140.0,noloop
4,-132.83499999999998,noloop
4,-117.1,noloop
4,-115.87,noloop
4,-151.92,noloop
4,-151.48,noloop
4,-152.39,noloop
4,-76.935,noloop
4,-140.0,noloop
4,-74.62,noloop
4,-140.0,noloop
4,-79.38,noloop
4,-78.03,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-118.3,noloop
4,-114.8,noloop
4,-75.77,noloop
4,-76.435,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-121.01,noloop
4,-124.67,noloop
4,-131.3,noloop
4,-115.51,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.79,noloop
4,-77.39,noloop
4,-76.82,noloop
4,-140.0,noloop
4,-62.28,noloop
4,-76.27,noloop
4,-65.68,noloop
4,-68.64,noloop
4,-79.27,noloop
4,-79.31,noloop
4,-66.695,noloop
4,-72.62,noloop
4,-69.33,noloop
4,-70.035,noloop
4,-64.37,noloop
4,-79.42500000000001,noloop
4,-79.925,noloop
4,-80.21,noloop
4,-75.5,noloop
4,-78.63,noloop
4,-79.73,noloop
4,-78.45,noloop
4,-77.55,noloop
4,-76.55,noloop
4,-79.98,noloop
4,-77.09,noloop
4,-73.06,noloop
4,-76.16,noloop
4,-76.38,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-76.465,noloop
4,-78.74,noloop
4,-77.52,noloop
4,-79.98,noloop
4,-78.48500000000001,noloop
4,-77.83,noloop
4,-80.55,noloop
4,-77.63,noloop
4,-78.945,noloop
4,-80.735,noloop
4,-79.37,noloop
4,-77.08500000000001,noloop
4,-77.72,noloop
4,-75.595,noloop
4,-80.63,noloop
4,-78.46,noloop
4,-80.72,noloop
4,-78.99,noloop
4,-79.33500000000001,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-77.82,noloop
4,-78.16,noloop
4,-79.49000000000001,noloop
4,-76.725,noloop
4,-80.79,noloop
4,-79.46,noloop
4,-80.8,noloop
4,-80.18,noloop
4,-79.95,noloop
4,-78.68,noloop
4,-79.225,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.13,noloop
4,-78.1,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.28,noloop
4,-78.26,noloop
4,-77.34,noloop
4,-78.81,noloop
4,-77.85499999999999,noloop
4,-79.95,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-155.64,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-112.95,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-156.0,noloop
4,-140.0,noloop
4,-119.91,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-120.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-118.37,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.65,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.46,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-114.74,noloop
4,-79.225,noloop
4,-140.0,noloop
4,-118.76,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.87,noloop
4,-140.0,noloop
4,-76.78999999999999,noloop
4,-140.0,noloop
4,-114.8,noloop
4,-140.0,noloop
4,-80.05,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-155.94,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-114.76,noloop
4,-144.51,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-116.77,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-78.33500000000001,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-119.2,noloop
4,-80.43,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.48,noloop
4,-78.84,noloop
4,-154.49,noloop
4,-78.625,noloop
4,-140.0,noloop
4,-120.19,noloop
4,-79.22,noloop
4,-140.0,noloop
4,-78.7,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-79.645,noloop
4,-140.0,noloop
4,-79.43,noloop
4,-140.0,noloop
4,-79.655,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.62,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-131.44,noloop
4,-156.0,noloop
4,-135.7,noloop
4,-144.405,noloop
4,-145.58,noloop
4,-140.0,noloop
4,-80.79,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-118.93,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-65.43,noloop
4,-76.685,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-72.19,noloop
4,-77.93,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-80.79,noloop
4,-140.0,noloop
4,-140.0,noloop
4,-115.14,noloop
4,-140.0,noloop
4,-112.94,noloop
4,-140.0,noloop
