column,rsrq,cause
4,-23.835,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-42.465,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-30.65,noloop
4,-10.37,noloop
4,-30.0,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.37,noloop
4,-30.0,noloop
4,-10.4,noloop
4,-30.0,noloop
4,-10.32,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.48,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-29.03,noloop
4,-10.34,noloop
4,-43.0,noloop
4,-10.41,noloop
4,-21.81,noloop
4,-31.78,noloop
4,-36.595,noloop
4,-38.08,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-30.0,noloop
4,-21.225,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.62,noloop
4,-30.0,noloop
4,-10.475,noloop
4,-30.0,noloop
4,-10.435,noloop
4,-33.95,noloop
4,-30.0,noloop
4,-21.45,noloop
4,-10.42,noloop
4,-10.35,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-26.2,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-30.0,noloop
4,-22.835,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.4,noloop
4,-10.4,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-27.18,noloop
4,-10.27,noloop
4,-30.0,noloop
4,-26.695,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.52,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-21.27,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-22.09,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.4,noloop
4,-29.63,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-25.3,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-30.0,noloop
4,-21.59,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-23.005,noloop
4,-10.595,noloop
4,-21.36,noloop
4,-10.455,noloop
4,-30.0,noloop
4,-10.28,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.44,noloop
4,-10.455,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-30.0,noloop
4,-26.58,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-22.27,noloop
4,-22.92,noloop
4,-10.525,noloop
4,-30.0,noloop
4,-10.4,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-10.59,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-10.62,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-22.745,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-10.46,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-28.77,noloop
4,-10.45,noloop
4,-10.47,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-23.59,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.485,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-22.0,noloop
4,-21.995,noloop
4,-10.48,noloop
4,-10.59,noloop
4,-30.0,noloop
4,-43.0,noloop
4,-43.0,noloop
4,-30.0,noloop
4,-10.63,noloop
4,-10.355,noloop
4,-10.35,noloop
4,-10.485,noloop
4,-21.505,noloop
4,-21.03,noloop
4,-22.92,noloop
4,-10.475,noloop
4,-10.445,noloop
4,-10.57,noloop
4,-10.655,noloop
4,-10.54,noloop
4,-33.145,noloop
4,-32.145,noloop
4,-10.625,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.6,noloop
4,-10.52,noloop
4,-28.77,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-34.230000000000004,noloop
4,-36.18,noloop
4,-30.0,noloop
4,-10.27,noloop
4,-30.0,noloop
4,-10.33,noloop
4,-10.39,noloop
4,-10.37,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.54,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-10.54,noloop
4,-10.34,noloop
4,-10.41,noloop
4,-10.48,noloop
4,-10.64,noloop
4,-10.64,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-10.56,noloop
4,-10.38,noloop
4,-10.475,noloop
4,-10.49,noloop
4,-30.0,noloop
4,-10.47,noloop
4,-10.4,noloop
4,-10.45,noloop
4,-10.54,noloop
4,-10.57,noloop
4,-10.5,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-10.5,noloop
4,-10.28,noloop
4,-10.33,noloop
4,-10.27,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.28,noloop
4,-10.29,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-10.475,noloop
4,-10.635000000000002,noloop
4,-30.0,noloop
4,-10.405,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.355,noloop
4,-10.415,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-30.0,noloop
4,-10.25,noloop
4,-10.48,noloop
4,-10.27,noloop
4,-10.305,noloop
4,-10.56,noloop
4,-10.49,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.64,noloop
4,-10.64,noloop
4,-10.62,noloop
4,-27.91,noloop
4,-30.0,noloop
4,-23.81,noloop
4,-23.695,noloop
4,-21.255,noloop
4,-20.98,noloop
4,-31.475,noloop
4,-26.77,noloop
4,-22.17,noloop
4,-22.08,noloop
4,-21.99,noloop
4,-21.6,noloop
4,-10.45,noloop
4,-10.36,noloop
4,-10.46,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-30.0,noloop
4,-20.84,noloop
4,-30.0,noloop
4,-22.2,noloop
4,-32.31,noloop
4,-30.59,noloop
4,-29.380000000000003,noloop
4,-30.0,noloop
4,-25.47,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-30.0,noloop
4,-10.285,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-38.06,noloop
4,-10.38,noloop
4,-10.42,noloop
4,-10.47,noloop
4,-30.0,noloop
4,-21.11,noloop
4,-10.65,noloop
4,-26.98,noloop
4,-22.93,noloop
4,-10.48,noloop
4,-21.95,noloop
4,-24.245,noloop
4,-27.15,noloop
4,-23.725,noloop
4,-10.51,noloop
4,-10.54,noloop
4,-38.8,noloop
4,-10.605,noloop
4,-30.0,noloop
4,-27.52,noloop
4,-22.1,noloop
4,-29.965,noloop
4,-10.61,noloop
4,-30.0,noloop
4,-10.42,noloop
4,-10.5,noloop
4,-10.385000000000002,noloop
4,-10.51,noloop
4,-10.32,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.65,noloop
4,-10.4,noloop
4,-10.41,noloop
4,-10.59,noloop
4,-10.38,noloop
4,-10.61,noloop
4,-10.49,noloop
4,-21.65,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-25.31,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.32,noloop
4,-10.28,noloop
4,-10.31,noloop
4,-10.29,noloop
4,-10.59,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-10.64,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.32,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.56,noloop
4,-30.0,noloop
4,-43.0,noloop
4,-10.52,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.45,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.58,noloop
4,-10.46,noloop
4,-10.435,noloop
4,-10.41,noloop
4,-10.56,noloop
4,-30.0,noloop
4,-43.0,noloop
4,-43.0,noloop
4,-43.0,noloop
4,-43.0,noloop
4,-43.0,noloop
4,-10.49,noloop
4,-10.63,noloop
4,-30.0,noloop
4,-21.91,noloop
4,-21.25,noloop
4,-21.36,noloop
4,-21.66,noloop
4,-10.565,noloop
4,-10.29,noloop
4,-30.0,noloop
4,-21.115,noloop
4,-20.92,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-21.05,noloop
4,-23.415,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.43,noloop
4,-10.38,noloop
4,-10.37,noloop
4,-10.41,noloop
4,-10.37,noloop
4,-10.32,noloop
4,-10.31,noloop
4,-10.39,noloop
4,-10.58,noloop
4,-10.525,noloop
4,-10.57,noloop
4,-10.42,noloop
4,-10.6,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-24.75,noloop
4,-23.76,noloop
4,-23.41,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-21.42,noloop
4,-20.88,noloop
4,-22.46,noloop
4,-24.435,noloop
4,-10.645,noloop
4,-30.0,noloop
4,-10.63,noloop
4,-10.45,noloop
4,-10.63,noloop
4,-10.32,noloop
4,-10.57,noloop
4,-10.31,noloop
4,-25.45,noloop
4,-10.58,noloop
4,-34.93,noloop
4,-21.33,noloop
4,-22.18,noloop
4,-10.45,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-10.51,noloop
4,-30.0,noloop
4,-10.525,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-22.39,noloop
4,-10.42,noloop
4,-20.88,noloop
4,-10.34,noloop
4,-10.49,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.36,noloop
4,-21.33,noloop
4,-36.17,noloop
4,-24.94,noloop
4,-30.0,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-10.51,noloop
4,-30.0,noloop
4,-10.505,noloop
4,-30.0,noloop
4,-10.57,noloop
4,-10.56,noloop
4,-30.0,noloop
4,-10.51,noloop
4,-10.43,noloop
4,-30.0,noloop
4,-10.52,noloop
4,-10.61,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-10.56,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.45,noloop
4,-10.55,noloop
4,-10.61,noloop
4,-10.63,noloop
4,-30.0,noloop
4,-10.63,noloop
4,-10.53,noloop
4,-10.53,noloop
4,-10.47,noloop
4,-30.0,noloop
4,-10.44,noloop
4,-30.0,noloop
4,-10.62,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-10.59,noloop
4,-30.0,noloop
4,-10.6,noloop
4,-10.595,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-10.52,noloop
4,-10.53,noloop
4,-10.635000000000002,noloop
4,-30.0,noloop
4,-10.6,noloop
4,-10.48,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.49,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.57,noloop
4,-10.62,noloop
4,-10.53,noloop
4,-21.895,noloop
4,-21.85,noloop
4,-22.36,noloop
4,-10.55,noloop
4,-10.48,noloop
4,-10.46,noloop
4,-10.605,noloop
4,-30.0,noloop
4,-10.39,noloop
4,-27.965,noloop
4,-28.3,noloop
4,-28.145,noloop
4,-27.965,noloop
4,-10.42,noloop
4,-10.63,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.3,noloop
4,-10.48,noloop
4,-10.35,noloop
4,-30.0,noloop
4,-10.4,noloop
4,-10.505,noloop
4,-10.55,noloop
4,-10.4,noloop
4,-42.905,noloop
4,-10.52,noloop
4,-10.45,noloop
4,-10.45,noloop
4,-25.855,noloop
4,-42.66,noloop
4,-10.51,noloop
4,-10.6,noloop
4,-32.95,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-10.64,noloop
4,-10.41,noloop
4,-10.54,noloop
4,-10.34,noloop
4,-10.415,noloop
4,-10.31,noloop
4,-10.51,noloop
4,-10.47,noloop
4,-10.54,noloop
4,-10.55,noloop
4,-10.6,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.42,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-24.67,noloop
4,-10.45,noloop
4,-10.58,noloop
4,-10.54,noloop
4,-30.0,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-10.58,noloop
4,-10.44,noloop
4,-10.485,noloop
4,-30.0,noloop
4,-10.61,noloop
4,-10.57,noloop
4,-30.0,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-10.425,noloop
4,-30.0,noloop
4,-10.385000000000002,noloop
4,-10.41,noloop
4,-10.395,noloop
4,-10.55,noloop
4,-10.57,noloop
4,-30.0,noloop
4,-10.23,noloop
4,-10.605,noloop
4,-30.0,noloop
4,-10.35,noloop
4,-10.62,noloop
4,-10.38,noloop
4,-10.45,noloop
4,-10.48,noloop
4,-10.46,noloop
4,-10.52,noloop
4,-10.56,noloop
4,-10.63,noloop
4,-30.0,noloop
4,-10.63,noloop
4,-28.55,noloop
4,-25.72,noloop
4,-10.53,noloop
4,-10.54,noloop
4,-22.63,noloop
4,-10.26,noloop
4,-10.54,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.38,noloop
4,-10.54,noloop
4,-10.47,noloop
4,-10.41,noloop
4,-10.22,noloop
4,-10.32,noloop
4,-10.55,noloop
4,-10.55,noloop
4,-21.71,noloop
4,-10.63,noloop
4,-10.55,noloop
4,-22.275,noloop
4,-21.84,noloop
4,-21.84,noloop
4,-10.59,noloop
4,-30.0,noloop
4,-10.48,noloop
4,-10.4,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-24.32,noloop
4,-23.03,noloop
4,-30.0,noloop
4,-10.46,noloop
4,-10.6,noloop
4,-10.52,noloop
4,-10.48,noloop
4,-10.45,noloop
4,-10.37,noloop
4,-10.47,noloop
4,-10.58,noloop
4,-10.38,noloop
4,-10.4,noloop
4,-10.45,noloop
4,-10.4,noloop
4,-10.48,noloop
4,-10.38,noloop
4,-10.48,noloop
4,-28.55,noloop
4,-10.47,noloop
4,-10.39,noloop
4,-10.45,noloop
4,-10.55,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.5,noloop
4,-10.62,noloop
4,-10.2,noloop
4,-30.0,noloop
4,-22.745,noloop
4,-10.63,noloop
4,-10.58,noloop
4,-10.62,noloop
4,-10.655,noloop
4,-10.58,noloop
4,-10.565,noloop
4,-10.63,noloop
4,-21.78,noloop
4,-41.6,noloop
4,-30.0,noloop
4,-21.515,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-28.29,noloop
4,-22.05,noloop
4,-10.54,noloop
4,-25.91,noloop
4,-10.6,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-23.73,noloop
4,-22.16,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.405,noloop
4,-10.35,noloop
4,-10.32,noloop
4,-10.29,noloop
4,-10.37,noloop
4,-10.3,noloop
4,-10.37,noloop
4,-10.345,noloop
4,-10.34,noloop
4,-10.13,noloop
4,-10.16,noloop
4,-10.33,noloop
4,-10.35,noloop
4,-10.36,noloop
4,-10.38,noloop
4,-10.43,noloop
4,-10.35,noloop
4,-10.29,noloop
4,-10.42,noloop
4,-30.0,noloop
4,-10.565,noloop
4,-30.0,noloop
4,-21.645,noloop
4,-10.56,noloop
4,-10.63,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.54,noloop
4,-10.53,noloop
4,-10.53,noloop
4,-10.55,noloop
4,-10.48,noloop
4,-10.5,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-25.24,noloop
4,-10.515,noloop
4,-10.395,noloop
4,-10.335,noloop
4,-30.0,noloop
4,-10.26,noloop
4,-21.81,noloop
4,-10.59,noloop
4,-10.48,noloop
4,-10.37,noloop
4,-10.455,noloop
4,-10.48,noloop
4,-10.34,noloop
4,-10.495,noloop
4,-10.38,noloop
4,-10.29,noloop
4,-10.415,noloop
4,-10.35,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.56,noloop
4,-23.27,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-41.86,noloop
4,-21.58,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.19,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.23,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.3,noloop
4,-10.34,noloop
4,-20.83,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-23.98,noloop
4,-10.405,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-31.99,noloop
4,-10.3,noloop
4,-10.36,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.55,noloop
4,-10.34,noloop
4,-30.0,noloop
4,-10.3,noloop
4,-30.0,noloop
4,-36.815,noloop
4,-42.99,noloop
4,-30.14,noloop
4,-39.6,noloop
4,-38.46,noloop
4,-41.77,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-33.89,noloop
4,-41.49,noloop
4,-30.0,noloop
4,-25.15,noloop
4,-10.63,noloop
4,-42.99,noloop
4,-21.09,noloop
4,-43.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-37.03,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.585,noloop
4,-10.64,noloop
4,-42.93,noloop
4,-30.0,noloop
4,-10.65,noloop
4,-42.995000000000005,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-21.755000000000003,noloop
4,-32.16,noloop
4,-30.0,noloop
4,-10.57,noloop
4,-10.57,noloop
4,-10.54,noloop
4,-10.51,noloop
4,-10.43,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.47,noloop
4,-10.65,noloop
4,-10.65,noloop
4,-10.59,noloop
4,-10.41,noloop
4,-10.4,noloop
4,-10.52,noloop
4,-10.55,noloop
4,-10.61,noloop
4,-22.385,noloop
4,-10.41,noloop
4,-10.58,noloop
4,-10.49,noloop
4,-10.41,noloop
4,-10.48,noloop
4,-10.58,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.65,noloop
4,-10.54,noloop
4,-30.0,noloop
4,-34.69,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.565,noloop
4,-10.555,noloop
4,-10.53,noloop
4,-10.545,noloop
4,-10.645,noloop
4,-10.6,noloop
4,-21.14,noloop
4,-30.0,noloop
4,-10.52,noloop
4,-23.505000000000003,noloop
4,-10.52,noloop
4,-10.52,noloop
4,-10.41,noloop
4,-10.52,noloop
4,-10.47,noloop
4,-10.48,noloop
4,-30.0,noloop
4,-10.53,noloop
4,-30.0,noloop
4,-26.19,noloop
4,-10.565,noloop
4,-10.39,noloop
4,-10.49,noloop
4,-10.55,noloop
4,-10.565,noloop
4,-24.43,noloop
4,-10.41,noloop
4,-30.0,noloop
4,-10.385,noloop
4,-30.0,noloop
4,-10.62,noloop
4,-10.64,noloop
4,-30.0,noloop
4,-30.0,noloop
4,-10.45,noloop
4,-25.675,noloop
4,-10.41,noloop
4,-10.45,noloop
4,-30.0,noloop
4,-20.985,noloop
4,-10.52,noloop
4,-21.175,noloop
4,-30.0,noloop
